Excel,Tableau,R,Illustrator,D3,ggplot2,Python,PowerBI,Flourish,Datawrapper,Unnamed: 0,ID,inspir,doc_id,type,ToolsForDV_,ToolsForDV_PowerPoint,ToolsForDV_PenPaper,ToolsForDV_Other__,count,inspirID
0,0,0,0,0,0,1,0,0,0,252,332,Economist,1112,Magazine,4,,Pen & paper,Sheets,14,54
0,0,0,0,0,0,1,0,0,0,253,332,Johnathan Schwabish,1114,Person,4,,Pen & paper,Sheets,20,17
0,0,0,0,0,0,1,0,0,0,254,332,Storytelling With Data (Cole Knaflic),1115,Blog,4,,Pen & paper,Sheets,78,15
0,0,0,0,1,0,0,0,1,0,255,342,R.J Andrews,1437,Person,8,,,Raw Graphs,10,69
0,0,0,0,1,0,0,0,1,0,256,342,Giorgia Lupi,1436,Person,8,,,Raw Graphs,46,20
0,0,0,0,1,0,0,0,1,0,257,342,Catherine D'Ignazio,1439,Person,8,,,Raw Graphs,4,61
1,1,0,0,0,0,0,1,0,0,258,343,Storytelling With Data (Cole Knaflic),1078,Blog,3,,,,78,15
1,1,0,0,0,0,0,1,0,0,259,343,Andy Cotgreave,1077,Person,3,,,,13,27
0,1,0,0,1,0,0,0,0,0,260,354,Valentina D'Efilippo,954,Person,5,,,,9,19
0,0,0,1,1,0,0,0,0,0,261,358,Giorgia Lupi,814,Person,2,,,,46,20
0,0,0,1,1,0,0,0,0,0,262,358,Mike Bostock,815,Person,2,,,,21,36
1,0,0,0,0,0,0,0,1,1,263,365,Datavis Society,376,Organisation,4,,,,35,45
1,0,0,0,0,0,0,0,1,1,264,365,Stephanie Evergreen,374,Person,4,,,,59,4
1,0,0,0,0,0,0,0,1,1,265,365,Storytelling With Data (Cole Knaflic),375,Blog,4,,,,78,15
1,0,0,0,0,0,0,1,0,0,266,369,R/Dataisbeautiful,813,Community,3,PowerPoint,,,4,29
1,1,0,0,0,0,1,0,0,0,267,370,Moritz Stefaner,1319,Person,3,,,,21,34
1,1,0,0,0,0,1,0,0,0,268,370,Flowingwithdata (Nathan Yau),1317,Blog,3,,,,39,8
1,1,0,0,0,0,1,0,0,0,269,370,Shirley Wu,1318,Person,3,,,,49,12
1,1,1,0,0,1,0,0,0,0,270,372,#Datafam,1075,Community,6,PowerPoint,,Alteryx,13,6
1,1,1,0,0,1,0,0,0,0,271,372,Datawrapper,1073,Blog,6,PowerPoint,,Alteryx,11,3
1,1,1,0,0,1,0,0,0,0,272,372,Economist,1072,Magazine,6,PowerPoint,,Alteryx,14,54
1,1,1,0,0,1,0,0,0,0,273,372,Kevin And Ken Flerlage,1074,Person,6,PowerPoint,,Alteryx,22,26
0,0,0,0,1,0,0,0,0,1,274,377,Twitter,109,Social Network,6,,,,38,28
0,0,1,0,0,1,1,0,0,0,275,383,National Geographic,1348,Magazine,4,,,,6,74
1,1,1,0,0,1,0,1,1,1,276,386,Alli Torban,809,Person,13,PowerPoint,Pen & paper,RAWGraphs,18,62
1,1,1,0,0,1,0,1,1,1,277,386,Giorgia Lupi,812,Person,13,PowerPoint,Pen & paper,RAWGraphs,46,20
1,1,1,0,0,1,0,1,1,1,278,386,Tamara Munzner,808,Person,13,PowerPoint,Pen & paper,RAWGraphs,8,33
1,1,1,0,0,1,0,1,1,1,279,386,R.J Andrews,807,Person,13,PowerPoint,Pen & paper,RAWGraphs,10,69
1,0,1,0,0,1,0,0,0,0,280,388,#Tidytuesday,1071,Community,4,PowerPoint,,,9,51
1,0,1,0,0,1,0,0,0,0,281,388,Cedric Scherer,1070,Person,4,PowerPoint,,,18,30
1,0,1,0,0,1,0,0,0,0,282,388,Stephanie Evergreen,1069,Person,4,PowerPoint,,,59,4
0,1,1,0,0,1,0,0,0,0,283,392,Danielle Navarro,277,Person,4,,,Several ggplot extensions,4,75
0,1,1,0,0,1,0,0,0,0,284,392,Cedric Scherer,275,Person,4,,,Several ggplot extensions,18,30
1,1,0,0,0,0,0,0,0,0,285,395,Andy Kriebel,703,Person,3,PowerPoint,,,12,25
1,1,0,1,0,0,0,0,0,0,286,401,Pudding,306,Magazine,5,,Pen & paper,"Figma, rawgraphs, photoshop",24,42
1,1,0,1,0,0,0,0,0,0,287,401,Giorgia Lupi,304,Person,5,,Pen & paper,"Figma, rawgraphs, photoshop",46,20
1,1,0,1,0,0,0,0,0,0,288,401,Gabrielle Merite,305,Person,5,,Pen & paper,"Figma, rawgraphs, photoshop",10,63
0,1,0,0,1,0,0,0,0,0,289,404,Storytelling With Data (Cole Knaflic),580,Blog,3,PowerPoint,,,78,15
0,1,0,0,1,0,0,0,0,0,290,404,Steve Wexler,579,Person,3,PowerPoint,,,30,18
0,1,0,0,1,0,0,0,0,0,291,404,Tableau Public,582,Community,3,PowerPoint,,,41,10
0,1,0,0,1,0,0,0,0,0,292,404,#Makeovermonday,583,Community,3,PowerPoint,,,8,56
0,1,0,0,0,0,0,1,0,0,293,405,Stephen Few,1172,Person,2,,,,19,32
0,1,0,0,0,0,0,1,0,0,294,405,Ben Jones,1171,Person,2,,,,6,71
0,0,1,0,0,0,0,0,0,0,295,408,538,339,Magazine,5,,,,10,31
0,0,1,1,0,1,1,0,0,0,296,413,Economist,435,Magazine,5,,,,14,54
0,1,0,0,0,0,0,0,0,0,297,416,Stephanie Evergreen,1432,Person,4,PowerPoint,Pen & paper,Lucidchart,59,4
0,1,0,0,0,0,0,0,0,0,298,416,Stephen Few,1431,Person,4,PowerPoint,Pen & paper,Lucidchart,19,32
0,1,0,0,0,0,0,0,0,0,299,416,Alberto Cairo,1430,Person,4,PowerPoint,Pen & paper,Lucidchart,86,2
0,1,0,0,0,0,0,0,0,0,300,416,Storytelling With Data (Cole Knaflic),1433,Blog,4,PowerPoint,Pen & paper,Lucidchart,78,15
0,0,1,0,1,1,0,0,0,0,301,424,Mona Chalabi,576,Person,8,,Pen & paper,,17,16
0,0,1,0,1,1,0,0,0,0,302,424,Mike Bostock,575,Person,8,,Pen & paper,,21,36
0,1,0,0,0,0,0,0,0,0,303,435,Federica Fragapane,702,Person,2,,Pen & paper,,24,22
1,1,0,0,0,1,0,0,0,0,304,437,Stephen Few,1988,Person,4,,,,19,32
1,1,0,0,0,1,0,0,0,0,305,437,Hadley Wickham,1989,Person,4,,,,5,76
1,1,1,0,0,1,0,1,0,0,306,451,Dribbble,1243,Social Network,6,PowerPoint,,,3,50
1,1,1,0,0,1,0,1,0,0,307,451,Tableau Public,1244,Community,6,PowerPoint,,,41,10
0,0,0,1,1,0,0,0,1,0,308,453,Moritz Stefaner,239,Person,8,,Pen & paper,Google sheets,21,34
0,0,0,1,1,0,0,0,1,0,309,453,Andy Kirk,236,Person,8,,Pen & paper,Google sheets,33,43
0,0,0,1,1,0,0,0,1,0,310,453,Nadieh Bremer,235,Person,8,,Pen & paper,Google sheets,73,11
0,0,0,1,1,0,0,0,1,0,311,453,Alberto Cairo,237,Person,8,,Pen & paper,Google sheets,86,2
1,0,1,1,0,1,0,0,0,0,312,460,Nadieh Bremer,947,Person,6,PowerPoint,,,73,11
1,0,1,1,0,1,0,0,0,0,313,460,Cedric Scherer,948,Person,6,PowerPoint,,,18,30
1,0,1,1,0,1,0,0,0,0,314,460,Alli Torban,950,Person,6,PowerPoint,,,18,62
0,1,0,0,1,1,0,1,1,0,315,464,Alberto Cairo,404,Person,8,,Pen & paper,"Sketch, Miro,",86,2
0,1,0,0,1,1,0,1,1,0,316,464,Moritz Stefaner,405,Person,8,,Pen & paper,"Sketch, Miro,",21,34
1,1,0,0,0,0,0,1,0,0,317,465,Alberto Cairo,1066,Person,5,,Pen & paper,Visio,86,2
1,1,0,0,0,0,0,1,0,0,318,465,NYT,1068,Magazine,5,,Pen & paper,Visio,38,7
1,1,0,0,0,0,0,1,0,0,319,465,Storytelling With Data (Cole Knaflic),1065,Blog,5,,Pen & paper,Visio,78,15
1,1,0,0,0,0,0,1,0,0,320,465,National Geographic,1067,Magazine,5,,Pen & paper,Visio,6,74
1,0,0,0,0,0,0,0,0,0,321,470,Storytelling With Data (Cole Knaflic),605,Blog,3,PowerPoint,Pen & paper,,78,15
1,0,0,0,0,0,0,0,0,0,322,470,Pudding,606,Magazine,3,PowerPoint,Pen & paper,,24,42
1,0,0,0,0,0,0,0,0,0,323,470,Steve Wexler,604,Person,3,PowerPoint,Pen & paper,,30,18
1,0,0,1,1,0,1,0,0,0,324,481,Nadieh Bremer,302,Person,13,PowerPoint,Pen & paper,"Google sheets, Figma",73,11
1,0,0,1,1,0,1,0,0,0,325,481,Jessica Hullman,301,Person,13,PowerPoint,Pen & paper,"Google sheets, Figma",6,60
1,1,0,0,0,0,1,1,0,0,326,482,#Datafam,1936,Community,5,,Pen & paper,,13,6
1,1,0,0,0,0,1,1,0,0,327,482,Tableau Public,1938,Community,5,,Pen & paper,,41,10
1,1,0,0,0,0,1,1,0,0,328,482,Twitter,1936,Social Network,5,,Pen & paper,,38,28
1,1,0,0,0,0,1,1,0,0,329,482,#Makeovermonday,1940,Community,5,,Pen & paper,,8,56
1,1,0,1,0,0,1,0,0,0,330,483,Tableau Public,945,Community,6,PowerPoint,Pen & paper,,41,10
1,1,0,1,0,0,1,0,0,0,331,483,Datavis Society,946,Organisation,6,PowerPoint,Pen & paper,,35,45
0,1,0,0,0,0,0,0,0,0,332,485,Slack,1653,Social Network,1,,,,11,46
0,1,0,0,0,0,0,0,0,0,333,485,Nightingale,1654,Magazine,1,,,,8,53
0,1,0,0,0,0,0,0,0,0,334,485,Datavis Society,1653,Organisation,1,,,,35,45
1,0,0,0,0,0,0,0,0,0,336,489,Storytelling With Data (Cole Knaflic),1501,Blog,2,PowerPoint,,,78,15
1,0,0,0,0,0,0,0,0,0,337,489,Stephanie Evergreen,1500,Person,2,PowerPoint,,,59,4
1,1,0,0,0,0,1,0,0,0,338,491,Storytelling With Data (Cole Knaflic),369,Blog,3,,,,78,15
1,1,0,0,0,0,1,0,0,0,339,491,Ryan Sleeper,373,Person,3,,,,5,70
1,1,0,0,0,0,1,0,0,0,340,491,Steve Wexler,371,Person,3,,,,30,18
1,1,0,0,0,0,1,0,0,0,341,491,Jeffrey Shaffer,372,Person,3,,,,7,24
1,1,0,0,0,0,1,0,0,0,342,491,Amanda Makulec,370,Person,3,,,,8,0
1,1,0,0,0,0,0,0,0,0,343,492,Steve Wexler,1787,Person,2,,,,30,18
1,1,0,0,0,0,0,0,0,0,344,495,Steve Wexler,1242,Person,4,PowerPoint,,,30,18
1,1,0,0,0,0,0,0,0,0,345,497,Steve Wexler,1916,Person,4,PowerPoint,Pen & paper,,30,18
1,1,0,0,0,0,0,0,0,0,346,497,Ironviz,1917,Community,4,PowerPoint,Pen & paper,,3,59
1,1,0,0,0,0,0,0,0,0,347,499,Tableau Public,1061,Community,2,,,,41,10
1,1,0,0,0,0,0,0,0,0,348,504,Andy Cotgreave,1315,Person,5,PowerPoint,Pen & paper,,13,27
1,1,0,0,0,0,0,0,0,0,349,504,Andy Kriebel,1314,Person,5,PowerPoint,Pen & paper,,12,25
1,1,0,0,0,0,0,0,0,0,350,504,Steve Wexler,1316,Person,5,PowerPoint,Pen & paper,,30,18
1,1,0,0,0,0,0,0,0,0,351,508,Kevin And Ken Flerlage,473,Person,4,PowerPoint,,,22,26
0,1,0,0,0,0,0,0,0,0,352,509,Tableau Public,1692,Community,1,,,,41,10
1,1,1,0,0,0,1,1,0,0,353,518,Financial Times,700,Magazine,8,PowerPoint,Pen & paper,,56,14
1,1,1,0,0,0,1,1,0,0,354,518,Edward Tufte,700,Person,8,PowerPoint,Pen & paper,,49,13
0,1,0,0,0,0,0,1,0,0,355,520,Storytelling With Data (Cole Knaflic),1495,Blog,3,,Pen & paper,,78,15
0,1,0,0,0,0,0,1,0,0,356,520,Alli Torban,1497,Person,3,,Pen & paper,,18,62
0,1,0,0,0,0,0,1,0,0,357,520,Twitter,1496,Social Network,3,,Pen & paper,,38,28
0,1,0,0,0,0,0,1,0,0,358,520,Alberto Cairo,1498,Person,3,,Pen & paper,,86,2
0,1,0,0,0,0,0,1,0,0,359,520,Tableau Public,1494,Community,3,,Pen & paper,,41,10
1,1,0,0,0,0,1,0,0,0,360,523,Edward Tufte,402,Person,5,,,"Looker, Metabase",49,13
1,1,0,0,0,0,1,0,0,0,361,523,Financial Times,402,Magazine,5,,,"Looker, Metabase",56,14
1,0,1,1,1,1,0,0,0,0,362,530,Catherine D'Ignazio,804,Person,11,,Pen & paper,,4,61
0,1,0,0,0,0,0,0,0,0,363,532,Economist,1689,Magazine,2,,Pen & paper,,14,54
0,1,0,0,0,0,0,0,0,0,364,532,Andy Kirk,1687,Person,2,,Pen & paper,,33,43
0,1,0,0,0,0,0,0,0,0,365,532,Steve Wexler,1691,Person,2,,Pen & paper,,30,18
1,1,0,0,0,0,0,0,0,0,366,538,National Geographic,801,Magazine,4,PowerPoint,Pen & paper,,6,74
1,1,0,0,0,0,0,0,0,0,367,538,Steve Wexler,800,Person,4,PowerPoint,Pen & paper,,30,18
1,0,1,1,1,1,0,0,0,0,368,555,Datavis Society,552,Organisation,9,PowerPoint,Pen & paper,,35,45
1,0,1,1,1,1,0,0,0,0,369,555,NYT,553,Magazine,9,PowerPoint,Pen & paper,,38,7
1,1,0,0,1,0,0,1,0,0,370,557,Nadieh Bremer,1762,Person,10,PowerPoint,Pen & paper,,73,11
1,1,0,0,1,0,0,1,0,0,371,557,Lisa Charlotte Muth,1761,Person,10,PowerPoint,Pen & paper,,20,23
1,0,0,0,0,0,0,0,0,0,372,559,Johnathan Schwabish,1239,Person,1,,,,20,17
1,0,0,0,0,0,0,0,0,0,373,559,Amy Cesal,1241,Person,1,,,,8,1
1,0,0,0,0,0,0,0,0,0,374,559,Alli Torban,1240,Person,1,,,,18,62
1,1,0,0,0,0,0,0,0,0,375,561,Twitter,78,Social Network,5,PowerPoint,Pen & paper,Figma,38,28
1,0,0,0,0,0,0,0,0,0,376,562,Storytelling With Data (Cole Knaflic),188,Blog,2,PowerPoint,,,78,15
1,0,0,0,0,0,0,0,0,0,377,562,Linkedin,188,Social Network,2,PowerPoint,,,9,35
1,1,0,0,0,0,0,0,0,0,378,563,Steve Wexler,697,Person,3,PowerPoint,,,30,18
1,1,0,0,0,0,0,0,0,0,379,563,Kevin And Ken Flerlage,698,Person,3,PowerPoint,,,22,26
1,1,1,0,0,0,0,1,0,0,380,575,Financial Times,1056,Magazine,4,,,,56,14
1,1,1,0,0,0,0,1,0,0,381,575,Nadieh Bremer,1055,Person,4,,,,73,11
1,1,1,0,0,0,0,1,0,0,382,575,Edward Tufte,1056,Person,4,,,,49,13
1,0,1,0,0,0,0,1,0,1,383,576,Alberto Cairo,862,Person,7,,,,86,2
0,0,0,1,1,0,0,0,0,0,384,579,Nadieh Bremer,16,Person,5,,Pen & paper,,73,11
0,0,0,1,1,0,0,0,0,0,385,579,Shirley Wu,15,Person,5,,Pen & paper,,49,12
1,1,0,0,0,0,1,0,0,0,386,580,Kevin And Ken Flerlage,1313,Person,3,,,,22,26
0,0,0,0,1,0,0,0,0,0,387,583,Financial Times,1238,Magazine,2,,,tbd for upcoming,56,14
0,0,0,0,1,0,0,0,0,0,388,583,Edward Tufte,1238,Person,2,,,tbd for upcoming,49,13
0,0,0,0,1,0,0,0,0,0,389,583,Stephen Few,1237,Person,2,,,tbd for upcoming,19,32
1,1,0,0,0,0,0,0,0,1,390,584,Andy Kirk,399,Person,3,,,,33,43
1,1,0,0,0,0,0,0,0,1,391,584,Nadieh Bremer,400,Person,3,,,,73,11
1,1,0,0,0,0,0,0,0,1,392,584,Storytelling With Data (Cole Knaflic),396,Blog,3,,,,78,15
1,1,0,0,0,0,0,0,0,1,393,584,Steve Wexler,398,Person,3,,,,30,18
1,1,0,0,0,0,0,0,0,1,394,584,Kevin And Ken Flerlage,397,Person,3,,,,22,26
1,0,0,0,1,0,1,1,0,0,395,586,Mike Bostock,550,Person,4,,,,21,36
1,0,0,0,1,0,1,1,0,0,396,586,Nadieh Bremer,551,Person,4,,,,73,11
1,0,0,0,1,0,1,1,0,0,397,586,Financial Times,549,Magazine,4,,,,56,14
1,0,0,0,1,0,1,1,0,0,398,586,Edward Tufte,549,Person,4,,,,49,13
1,1,0,0,0,0,0,0,0,0,399,587,Steve Wexler,1306,Person,3,,,,30,18
1,1,0,0,0,0,0,0,0,0,400,587,Kevin And Ken Flerlage,1309,Person,3,,,,22,26
1,1,0,0,0,0,0,0,0,0,401,587,Twitter,1310,Social Network,3,,,,38,28
1,1,0,0,0,0,0,0,0,0,402,587,#Datafam,1309,Community,3,,,,13,6
1,1,0,0,0,0,0,0,0,0,403,587,Tableau Public,1310,Community,3,,,,41,10
1,1,0,0,0,0,0,0,0,0,404,587,Jeffrey Shaffer,1307,Person,3,,,,7,24
1,1,1,0,0,0,0,1,1,0,405,589,Andy Kirk,938,Person,8,PowerPoint,Pen & paper,,33,43
1,1,1,0,0,0,0,1,1,0,406,589,Giorgia Lupi,944,Person,8,PowerPoint,Pen & paper,,46,20
1,1,1,0,0,0,0,1,1,0,407,589,David Mccandless,940,Person,8,PowerPoint,Pen & paper,,11,49
1,1,1,0,0,0,0,1,1,0,408,589,Financial Times,943,Magazine,8,PowerPoint,Pen & paper,,56,14
1,1,1,0,0,0,0,1,1,0,409,589,Stephen Few,941,Person,8,PowerPoint,Pen & paper,,19,32
1,1,1,0,0,0,0,1,1,0,410,589,Edward Tufte,943,Person,8,PowerPoint,Pen & paper,,49,13
1,1,1,0,0,0,0,1,1,0,411,589,Alberto Cairo,942,Person,8,PowerPoint,Pen & paper,,86,2
0,1,1,1,1,1,1,1,0,1,412,592,Tamara Munzner,1560,Person,20,,Pen & paper,,8,33
0,1,1,1,1,1,1,1,0,1,413,592,Jessica Hullman,1564,Person,20,,Pen & paper,,6,60
1,0,0,1,1,0,1,0,0,0,414,594,Pudding,1489,Magazine,10,,Pen & paper,,24,42
1,0,0,1,1,0,1,0,0,0,415,594,Alberto Cairo,1490,Person,10,,Pen & paper,,86,2
1,0,0,1,1,0,1,0,0,0,416,594,Shirley Wu,1492,Person,10,,Pen & paper,,49,12
1,0,0,1,1,0,1,0,0,0,417,594,NYT,1488,Magazine,10,,Pen & paper,,38,7
1,0,0,1,1,0,1,0,0,0,418,594,Nadieh Bremer,1491,Person,10,,Pen & paper,,73,11
1,0,0,0,0,0,1,0,0,0,419,598,Edward Tufte,1651,Person,4,PowerPoint,,Matplotlib,49,13
1,0,0,0,0,0,1,0,0,0,420,598,Financial Times,1651,Magazine,4,PowerPoint,,Matplotlib,56,14
1,0,0,1,1,0,0,0,0,0,421,602,Bloomberg,935,Magazine,12,,Pen & paper,,4,41
1,0,0,1,1,0,0,0,0,0,422,602,Washington Post,937,Magazine,12,,Pen & paper,,11,9
1,0,0,1,1,0,0,0,0,0,423,602,538,936,Magazine,12,,Pen & paper,,10,31
1,0,0,1,1,0,0,0,0,0,424,602,NYT,934,Magazine,12,,Pen & paper,,38,7
0,1,1,0,0,1,1,0,0,0,425,607,Nadieh Bremer,1350,Person,4,,,,73,11
1,0,0,1,1,0,0,0,0,0,426,609,Moritz Stefaner,2065,Person,7,,Pen & paper,,21,34
0,0,0,0,1,0,0,0,0,0,427,612,Amelia Wattenberger,355,Person,3,,,Svelte,19,21
0,1,1,0,0,1,0,0,0,0,428,620,Stefanie Posavec,1926,Person,6,,,,13,37
0,1,1,0,0,1,0,0,0,0,429,620,Cedric Scherer,1923,Person,6,,,,18,30
0,1,1,0,0,1,0,0,0,0,430,620,Giorgia Lupi,1925,Person,6,,,,46,20
0,1,1,0,0,1,0,0,0,0,431,620,Alberto Cairo,1921,Person,6,,,,86,2
0,1,1,0,0,1,0,0,0,0,432,620,Nadieh Bremer,1924,Person,6,,,,73,11
0,1,1,0,0,1,0,0,0,0,433,620,Amy Cesal,1922,Person,6,,,,8,1
0,0,0,0,1,0,1,0,0,0,434,621,Financial Times,793,Magazine,13,,Pen & paper,Excalidraw,56,14
0,0,0,0,1,0,1,0,0,0,435,621,Edward Tufte,793,Person,13,,Pen & paper,Excalidraw,49,13
0,0,0,0,1,0,1,0,0,0,436,621,Alberto Cairo,791,Person,13,,Pen & paper,Excalidraw,86,2
0,0,0,0,1,0,1,0,0,0,437,621,Elijah Meeks,795,Person,13,,Pen & paper,Excalidraw,6,68
0,0,0,0,1,0,1,0,0,0,438,621,R.J Andrews,796,Person,13,,Pen & paper,Excalidraw,10,69
0,0,0,0,1,0,1,0,0,0,439,621,Susie Lu,797,Person,13,,Pen & paper,Excalidraw,5,44
0,0,0,0,1,0,1,0,0,0,440,621,Shirley Wu,792,Person,13,,Pen & paper,Excalidraw,49,12
0,0,0,0,0,0,1,0,0,1,441,623,Twitter,107,Social Network,8,,Pen & paper,,38,28
1,1,0,0,0,0,0,0,0,0,442,627,Steve Wexler,1052,Person,5,PowerPoint,Pen & paper,Adobe Analytics,30,18
1,1,0,0,0,0,0,0,0,0,443,627,Andy Cotgreave,1051,Person,5,PowerPoint,Pen & paper,Adobe Analytics,13,27
1,1,0,0,0,0,0,0,0,0,444,627,Jeffrey Shaffer,1053,Person,5,PowerPoint,Pen & paper,Adobe Analytics,7,24
1,1,0,0,0,0,0,0,0,0,445,627,Pinterest,1054,Social Network,5,PowerPoint,Pen & paper,Adobe Analytics,10,67
0,1,1,0,0,0,1,0,0,0,446,628,Andy Cotgreave,548,Person,4,,Pen & paper,,13,27
1,1,0,0,0,0,0,0,0,0,447,629,Edward Tufte,1993,Person,4,,Pen & paper,,49,13
1,1,0,0,0,0,0,0,0,0,448,629,Financial Times,1993,Magazine,4,,Pen & paper,,56,14
0,1,0,1,0,0,0,0,1,0,449,634,Valentina D'Efilippo,2091,Person,4,PowerPoint,,,9,19
0,1,1,0,0,1,0,1,0,0,450,635,Shirley Wu,1557,Person,10,PowerPoint,Pen & paper,,49,12
0,1,1,0,0,1,0,1,0,0,451,635,Nadieh Bremer,1556,Person,10,PowerPoint,Pen & paper,,73,11
0,0,0,0,0,0,0,0,1,1,452,639,Pudding,790,Magazine,9,,Pen & paper,RAWGraphs,24,42
0,0,0,0,0,0,0,0,1,1,453,639,Shirley Wu,787,Person,9,,Pen & paper,RAWGraphs,49,12
0,0,0,0,0,0,0,0,1,1,454,639,Mona Chalabi,785,Person,9,,Pen & paper,RAWGraphs,17,16
0,0,0,0,0,0,0,0,1,1,455,639,Alberto Cairo,786,Person,9,,Pen & paper,RAWGraphs,86,2
1,0,1,1,0,1,1,1,0,0,456,641,Behance,74,Social Network,11,PowerPoint,Pen & paper,,5,77
1,0,1,1,0,1,1,1,0,0,457,641,National Geographic,73,Magazine,11,PowerPoint,Pen & paper,,6,74
1,0,1,1,0,1,1,1,0,0,458,641,Information Is Beautiful,72,Blog,11,PowerPoint,Pen & paper,,8,55
0,1,0,1,1,0,0,0,0,0,459,643,Gabrielle Merite,1236,Person,5,,,,10,63
0,1,0,1,1,0,0,0,0,0,460,643,Giorgia Lupi,1234,Person,5,,,,46,20
0,1,0,1,1,0,0,0,0,0,461,643,Mona Chalabi,1235,Person,5,,,,17,16
1,0,0,1,0,0,0,0,0,0,462,644,Jane Zhang,1305,Person,4,PowerPoint,Pen & paper,,4,65
1,0,0,1,0,0,0,0,0,0,463,644,Datavis Society,1305,Organisation,4,PowerPoint,Pen & paper,,35,45
0,0,0,0,0,1,0,0,0,1,464,649,Pudding,861,Magazine,3,,Pen & paper,,24,42
0,0,0,0,0,1,0,0,0,1,465,649,Mona Chalabi,860,Person,3,,Pen & paper,,17,16
1,1,0,0,0,0,0,0,0,0,466,652,Ann Emery,1050,Person,4,PowerPoint,Pen & paper,,4,47
1,1,0,0,0,0,0,0,0,0,467,652,Ann K. Emery,1050,Person,4,PowerPoint,Pen & paper,,20,5
1,0,0,0,0,0,0,0,0,0,468,654,Stephanie Evergreen,1981,Person,2,PowerPoint,,,59,4
0,1,0,0,0,0,0,0,0,0,469,656,Ryan Sleeper,1913,Person,1,,,,5,70
0,1,0,0,0,0,0,0,0,0,470,656,Kevin And Ken Flerlage,1914,Person,1,,,,22,26
0,1,0,0,0,0,0,0,0,0,471,656,Steve Wexler,1915,Person,1,,,,30,18
1,0,0,0,1,0,1,0,0,0,472,657,Nadieh Bremer,169,Person,7,,Pen & paper,Figma,73,11
1,0,0,0,1,0,1,0,0,0,473,657,Shirley Wu,169,Person,7,,Pen & paper,Figma,49,12
1,0,0,0,1,0,1,0,0,0,474,657,Giorgia Lupi,171,Person,7,,Pen & paper,Figma,46,20
1,0,0,0,1,0,1,0,0,0,475,657,Moritz Stefaner,170,Person,7,,Pen & paper,Figma,21,34
1,0,0,0,1,0,1,0,0,0,476,657,Stefanie Posavec,172,Person,7,,Pen & paper,Figma,13,37
1,0,1,1,0,1,0,0,0,0,477,660,Moritz Stefaner,1672,Person,6,,,Raw graphs,21,34
1,0,1,1,0,1,0,0,0,0,478,660,Financial Times,1670,Magazine,6,,,Raw graphs,56,14
1,0,1,1,0,1,0,0,0,0,479,660,Edward Tufte,1670,Person,6,,,Raw graphs,49,13
1,0,0,1,0,0,0,0,0,0,480,666,Alberto Cairo,1106,Person,4,PowerPoint,Pen & paper,,86,2
1,0,1,0,0,1,0,0,0,1,481,674,#Tidytuesday,1429,Community,5,,Pen & paper,,9,51
0,0,0,0,1,0,0,0,0,0,482,675,Mike Bostock,234,Person,3,,Pen & paper,,21,36
0,0,0,0,1,0,0,0,0,0,483,675,Nadieh Bremer,232,Person,3,,Pen & paper,,73,11
0,0,0,0,1,0,0,0,0,0,484,675,Observable,231,Community,3,,Pen & paper,,11,66
0,0,1,0,0,1,0,0,1,1,485,676,Moritz Stefaner,9,Person,6,,Pen & paper,,21,34
0,0,1,0,0,1,0,0,1,1,486,676,Stefanie Posavec,12,Person,6,,Pen & paper,,13,37
0,0,1,0,0,1,0,0,1,1,487,676,Alberto Cairo,8,Person,6,,Pen & paper,,86,2
0,0,1,0,0,1,0,0,1,1,488,676,Gabrielle Merite,10,Person,6,,Pen & paper,,10,63
1,0,0,0,0,0,0,1,0,0,489,684,Storytelling With Data (Cole Knaflic),1379,Blog,3,PowerPoint,,,78,15
1,0,0,0,0,0,0,1,0,0,490,684,Stephanie Evergreen,1378,Person,3,PowerPoint,,,59,4
1,0,0,0,0,0,0,0,0,0,491,686,Stephanie Evergreen,395,Person,2,PowerPoint,,,59,4
0,0,0,0,1,0,1,0,0,0,492,687,Amelia Wattenberger,1529,Person,8,,,Apache eCharts,19,21
0,0,0,0,1,0,1,0,0,0,493,687,Mike Bostock,1527,Person,8,,,Apache eCharts,21,36
1,0,1,0,0,1,0,1,0,0,494,688,Storytelling With Data (Cole Knaflic),1376,Blog,5,PowerPoint,,,78,15
1,0,1,0,0,1,0,1,0,0,495,688,Financial Times,1377,Magazine,5,PowerPoint,,,56,14
1,0,1,0,0,1,0,1,0,0,496,688,Edward Tufte,1377,Person,5,PowerPoint,,,49,13
0,0,0,0,0,0,0,0,0,0,497,691,NYT,1105,Magazine,1,,Pen & paper,,38,7
0,1,0,0,0,0,0,0,0,0,498,694,Steve Wexler,1484,Person,1,,,,30,18
0,1,0,0,0,0,0,0,0,0,499,694,Alberto Cairo,1481,Person,1,,,,86,2
0,1,0,0,0,0,0,0,0,0,500,694,Andy Kirk,1480,Person,1,,,,33,43
0,1,0,0,0,0,0,0,0,0,501,694,Judit Bekker,1487,Person,1,,,,4,78
0,1,0,0,0,0,0,0,0,0,502,694,Mona Chalabi,1485,Person,1,,,,17,16
0,1,0,0,0,0,0,0,0,0,503,694,Shirley Wu,1486,Person,1,,,,49,12
0,1,0,0,0,0,0,0,0,0,504,694,Ben Jones,1482,Person,1,,,,6,71
0,1,0,0,0,0,0,0,0,0,505,694,Storytelling With Data (Cole Knaflic),1479,Blog,1,,,,78,15
